Symbol,Spot Price,Strike Price,Volatility,Interest Rate,Time to Maturity (Days),Option Type,Expiry Date
USD/JPY,1.0726386261166636,1.1266242955312076,0.19394719527742366,0.0426115399815887,232,Put,2025-12-24
USD/JPY,1.1237734971158229,1.1265023190726375,0.24758798738232227,0.049008998403784844,26,Put,2025-06-01
GBP/USD,1.2128721055105913,1.2293193574210752,0.08235403244717095,0.016051688923076957,90,Put,2025-08-04
GBP/USD,1.0961389323571158,1.1074465069473807,0.07039693338127802,0.018411976552156102,135,Call,2025-09-18
AUD/USD,1.1425780643986865,1.0942463583349653,0.06898606135355045,0.04943123498230728,151,Call,2025-10-04
AUD/USD,1.0760552559421928,1.1641019316896999,0.16482735871736132,0.04495432231358202,110,Put,2025-08-24
USD/CHF,1.149502171493906,1.171115651609204,0.06795737638668886,0.03767376083310264,233,Put,2025-12-25
EUR/USD,1.1701984657114712,1.2257113950480898,0.14660905657370135,0.03776689567163127,100,Put,2025-08-14
GBP/USD,1.1267883111108015,1.1618369812363716,0.20113020567621567,0.03340166960214716,181,Call,2025-11-03
GBP/USD,1.245668289364441,1.2304102641574697,0.18440947939564903,0.02254744107600475,26,Put,2025-06-01
USD/JPY,1.2317272786611884,1.0586230075906182,0.23275871365670245,0.008579398229590769,245,Put,2026-01-06
AUD/USD,1.1834722993387057,1.2458536733594938,0.24905799831311995,0.02927523394223984,304,Put,2026-03-06
GBP/USD,1.1143601545279762,1.0831936487786653,0.0973487279259747,0.03138505430723742,232,Put,2025-12-24
GBP/USD,1.0648216655174894,1.1427409435159441,0.14005905345766848,0.018258081435982388,266,Call,2026-01-27
GBP/USD,1.1297380756280984,1.2275218918337925,0.09846823367143394,0.03572934229960085,13,Call,2025-05-19
GBP/USD,1.0936439417087183,1.2323948929158393,0.05509846153572247,0.007514463454330861,252,Put,2026-01-13
AUD/USD,1.1494781958391325,1.2482743676377799,0.12750752052319456,0.023129709614842897,123,Put,2025-09-06
EUR/USD,1.1336576966196243,1.1643933601480152,0.10857476819741362,0.04815481235678475,72,Call,2025-07-17
USD/JPY,1.1850789079001807,1.1189581185983632,0.2317758040804779,0.029100098181494283,259,Put,2026-01-20
AUD/USD,1.1007245159319285,1.1718148936858777,0.11999062662505558,0.022180182596072254,116,Put,2025-08-30
EUR/USD,1.1077361610431011,1.1298791871138796,0.1955071178236845,0.00016675270154093425,164,Put,2025-10-17
EUR/USD,1.2252588407540432,1.1308291388096745,0.18401210143208735,0.039194949784564004,160,Put,2025-10-13
EUR/USD,1.2386876267648363,1.215300763049973,0.12263411476383693,0.03787236116606953,78,Put,2025-07-23
GBP/USD,1.0660217074910685,1.2997285215187324,0.19494293928101558,0.02227071245125948,209,Call,2025-12-01
USD/CHF,1.0633603918294785,1.1886135639645015,0.16925509005658132,0.016512188334799404,194,Call,2025-11-16
USD/JPY,1.1558132827304874,1.233765501048274,0.17791637631401286,0.04285860875894337,186,Put,2025-11-08
USD/CHF,1.2295561310671899,1.2464337990120629,0.17462810806043202,0.04410067636385487,353,Call,2026-04-24
USD/CHF,1.1837670602899828,1.1417171128856054,0.1507436965127266,0.002821629042367613,313,Call,2026-03-15
AUD/USD,1.134538333465713,1.099259672794681,0.14699881930977074,0.008039127906247312,152,Put,2025-10-05
USD/JPY,1.1031360231099925,1.140486610143858,0.21305342126106497,0.0009647328990029847,8,Call,2025-05-14
USD/CHF,1.2106212821774804,1.2091012083806236,0.10196760575278195,0.011693972789387936,105,Call,2025-08-19
AUD/USD,1.23325216297375,1.2340219124828256,0.21471357282518258,0.02939691436152113,41,Put,2025-06-16
EUR/USD,1.085266040541776,1.24020050999894,0.24509220623778397,0.04794008783312504,220,Call,2025-12-12
EUR/USD,1.2173050766673004,1.26098670490861,0.06161744763241797,0.04211895022936411,52,Call,2025-06-27
USD/CHF,1.1170987753519168,1.257884610651254,0.20890030898818684,0.04776187822106265,221,Call,2025-12-13
EUR/USD,1.0967124573739087,1.069186901116082,0.11707273601227718,0.010581340992408273,286,Put,2026-02-16
AUD/USD,1.2009879155488,1.0917217554714,0.06758385182841978,0.00024540187220687407,364,Put,2026-05-05
USD/JPY,1.2363144517984077,1.0567063563779104,0.1771315072820302,0.04691229588125177,304,Put,2026-03-06
EUR/USD,1.2207454412868164,1.2566985393094412,0.10796460787251819,0.001254577833216064,324,Call,2026-03-26
USD/CHF,1.1196760778777362,1.10408180322598,0.13702714862188528,0.008385409913309416,26,Call,2025-06-01
GBP/USD,1.1732126947658281,1.2081031423960003,0.2319998275940029,0.026429929462651325,324,Put,2026-03-26
AUD/USD,1.2219935423438122,1.1822708436791138,0.09789972498705007,0.02466670911809839,158,Call,2025-10-11
USD/CHF,1.206527791641999,1.064939474021721,0.23918583690178805,0.02285600627544762,82,Call,2025-07-27
AUD/USD,1.1350850145257017,1.1771316476450016,0.24151764843366427,0.015098159790375522,347,Call,2026-04-18
EUR/USD,1.2377664152703753,1.275352419099562,0.09157939103337534,0.048321183685024506,48,Call,2025-06-23
EUR/USD,1.0780334152580315,1.0835140548914506,0.06955089487412751,0.038418782731915437,71,Call,2025-07-16
USD/CHF,1.120741029055177,1.220628047940837,0.11742553268217665,0.025979042312808533,282,Call,2026-02-12
USD/CHF,1.223554872489127,1.272389120138337,0.054172584892703005,0.04926618232761835,309,Put,2026-03-11
AUD/USD,1.160536829169604,1.268286393433601,0.24412362941753898,0.0225517806830163,71,Put,2025-07-16
USD/CHF,1.1117828659687212,1.2026573432377539,0.24182705497263032,0.04835648311409275,314,Put,2026-03-16
USD/CHF,1.2196637072345147,1.1053231522871771,0.2106581499816523,0.020086765455540445,195,Put,2025-11-17
USD/CHF,1.1132864245693814,1.0759208689934627,0.13436099876990856,0.006603181752159082,300,Call,2026-03-02
GBP/USD,1.1901736181744504,1.052298308128968,0.20600723640547655,0.040561350156771855,238,Put,2025-12-30
GBP/USD,1.2277281484541527,1.2693295323958134,0.22589981350356525,0.024211893775237088,203,Put,2025-11-25
USD/CHF,1.1046831337589702,1.258696198504562,0.17187442802987518,0.0406023171753095,289,Put,2026-02-19
GBP/USD,1.134060188660506,1.2037877714777794,0.23990716528368938,0.028029522490830884,118,Put,2025-09-01
AUD/USD,1.1078840904476945,1.052697218482649,0.23536481339029997,0.029482848179369366,178,Put,2025-10-31
USD/JPY,1.1937228471934158,1.0631153376985694,0.2030122604821052,0.010310035592458511,18,Put,2025-05-24
USD/CHF,1.0594801152173756,1.1825472124526084,0.20811212684406719,0.04302377950739395,126,Put,2025-09-09
EUR/USD,1.1522206725106148,1.2246387824752065,0.22105876176975625,0.002841173857284568,135,Call,2025-09-18
USD/JPY,1.2362534296458443,1.110961352034103,0.20793067803521523,0.01634172034148867,352,Call,2026-04-23
GBP/USD,1.1908798693706883,1.1012282047492072,0.21617398790246878,0.014877212610942742,240,Call,2026-01-01
AUD/USD,1.0714739208428894,1.142975586867821,0.24533343132137253,0.027613151887417076,58,Call,2025-07-03
USD/JPY,1.2439143003980597,1.2586400168731304,0.14510893065067224,0.04440518253028882,215,Call,2025-12-07
AUD/USD,1.2341329037311348,1.1519278126480503,0.08751575682830603,0.03687011516633498,101,Call,2025-08-15
USD/CHF,1.1295637097534381,1.2282940170696919,0.12871855955481873,0.039006554708991586,231,Put,2025-12-23
USD/CHF,1.0688014813700746,1.2680709978227187,0.136627730455894,0.014798704487914212,106,Call,2025-08-20
USD/JPY,1.1741209651425613,1.2064301725950817,0.14212698697548762,0.02114978232346905,271,Call,2026-02-01
GBP/USD,1.1343957055149125,1.1390773396918081,0.15373902135643683,0.005674086023353503,296,Put,2026-02-26
USD/CHF,1.1265725721125108,1.248627643474896,0.2382928292543682,0.003752432029286013,329,Put,2026-03-31
EUR/USD,1.0784160107514158,1.0917113984868085,0.07391040171730204,0.013159238547404313,154,Call,2025-10-07
USD/CHF,1.0545788382194818,1.0533240767825875,0.11420994491154189,0.017230372278063566,67,Put,2025-07-12
GBP/USD,1.1128160170042263,1.0735702259974194,0.20463815344751804,0.008788631441823347,178,Put,2025-10-31
GBP/USD,1.147777333351527,1.1868614610645576,0.22449464190636934,0.006035489623568474,75,Put,2025-07-20
USD/JPY,1.0950740653896,1.14071350822037,0.12866597695934756,0.01076533044826244,151,Call,2025-10-04
GBP/USD,1.0701460548667387,1.2314375288538537,0.1864357752399778,0.04654100732508407,161,Call,2025-10-14
AUD/USD,1.1353461144997898,1.2184392812823603,0.06064125353153769,0.043382428105119566,265,Call,2026-01-26
GBP/USD,1.1266556747844174,1.1121846244304396,0.08061325290533224,0.042463275727314245,12,Put,2025-05-18
USD/JPY,1.166344061532974,1.108560094955308,0.2388090754291395,0.02697029184618619,175,Put,2025-10-28
GBP/USD,1.1143487854301712,1.075823780473378,0.17412184601633296,0.0250311136710351,69,Put,2025-07-14
USD/JPY,1.0641464407338774,1.1389419096295375,0.2281661770803646,0.01489232849235017,350,Call,2026-04-21
EUR/USD,1.1908835904281665,1.142118550655844,0.24846641993082022,0.03566463919002942,360,Put,2026-05-01
GBP/USD,1.0625693182538376,1.2565282643657198,0.2311863066117837,0.04888581460006265,119,Call,2025-09-02
USD/JPY,1.1836251806525349,1.081514317153288,0.24903748996458827,0.008173714209426452,192,Call,2025-11-14
USD/CHF,1.1872748713655683,1.2499743889794057,0.08914578338681825,0.027634476384494507,301,Call,2026-03-03
AUD/USD,1.2464322903357692,1.2156434687026394,0.08955134587641451,0.02590389156395719,156,Put,2025-10-09
EUR/USD,1.1848183921434465,1.2137226341012886,0.1619083279854781,0.011891721177625554,170,Call,2025-10-23
USD/JPY,1.1840225359095005,1.0701070762416987,0.12423072896858688,0.020787633742866518,43,Call,2025-06-18
GBP/USD,1.1936059883406358,1.1204531529920845,0.1982557439436049,0.019580106986365232,355,Call,2026-04-26
USD/JPY,1.1528370834844994,1.2428952650601706,0.18519006919897016,0.0045739916434995925,15,Call,2025-05-21
EUR/USD,1.0764346031725307,1.2688265108187244,0.1360771310051023,0.03864112661708291,326,Call,2026-03-28
USD/CHF,1.1398379156369831,1.1481181421415603,0.17229846852472142,0.04651724555908324,199,Call,2025-11-21
USD/JPY,1.184033394645654,1.0818949170452619,0.10744343731096512,0.04527744215206501,35,Put,2025-06-10
USD/CHF,1.2351563488119295,1.1921041102029035,0.22767635790020557,0.013593572695466977,29,Put,2025-06-04
GBP/USD,1.2324649098549478,1.2662281611489008,0.2478539848723504,0.018864582519438823,28,Put,2025-06-03
GBP/USD,1.0652116117201123,1.099001482062036,0.21690091677583453,0.033104373009179566,299,Call,2026-03-01
USD/CHF,1.069874504196573,1.0551854939224827,0.07818062579194617,0.009077286994617307,144,Put,2025-09-27
USD/JPY,1.2097292345017447,1.1480600567894184,0.06540807746741502,0.006861563389307573,34,Put,2025-06-09
EUR/USD,1.1947335001500148,1.262534346569963,0.09681166030570379,0.03847753740368626,100,Put,2025-08-14
EUR/USD,1.078886855534531,1.0845144270319975,0.06101480247334406,0.029495688875087557,29,Call,2025-06-04
AUD/USD,1.1803274148062302,1.2348238447987596,0.08807450268977364,0.019039783698688785,316,Call,2026-03-18
EUR/USD,1.0703029061103486,1.210819090601351,0.15846061690326937,0.0010059921674302474,269,Call,2026-01-30
USD/CHF,1.2053150956927425,1.1311637694731072,0.1353486223203675,0.038084350897199026,187,Put,2025-11-09
USD/JPY,1.199596183004168,1.2856263073235996,0.0951185792650428,0.02200578609863641,113,Put,2025-08-27
EUR/USD,1.0810744707016215,1.1159209292443035,0.07401879365647467,0.028998653075683962,353,Call,2026-04-24
GBP/USD,1.0764706617258173,1.0842966686493642,0.12856460798389444,0.017179866885184476,24,Put,2025-05-30
USD/CHF,1.0995068749083339,1.1575593183841892,0.22617054829540661,0.02186786144114048,90,Call,2025-08-04
AUD/USD,1.0777110361425282,1.2001102791193816,0.16675014531494553,0.01608119352333246,278,Put,2026-02-08
EUR/USD,1.1985627629821796,1.2411995206684612,0.0665340216321273,0.049910545866031886,304,Put,2026-03-06
GBP/USD,1.2122793015818312,1.17195706262567,0.09817542157742794,0.031827856707592465,316,Call,2026-03-18
GBP/USD,1.1613540864326528,1.0877196805326317,0.14326355859871082,0.003128597970815994,321,Call,2026-03-23
EUR/USD,1.1554324397027538,1.2984688279751624,0.19701103342820758,0.04448537225736382,19,Put,2025-05-25
EUR/USD,1.0639372810621068,1.1992824627302365,0.2348365748821234,0.010589742332766423,274,Call,2026-02-04
USD/JPY,1.1964840822176326,1.1458544491143448,0.17748468405296486,0.029945820834831834,264,Call,2026-01-25
AUD/USD,1.230120464438693,1.2085468489792737,0.24015351191911977,0.01196713934640894,101,Call,2025-08-15
AUD/USD,1.1336298644340241,1.2172264106167296,0.2448991367494456,0.025006055066902996,89,Put,2025-08-03
EUR/USD,1.1112608054978281,1.1475855307024125,0.19605249867156307,0.006618359077116865,284,Put,2026-02-14
USD/JPY,1.2489458698810678,1.2820633237989674,0.0671627055844216,0.04257762208123659,55,Put,2025-06-30
GBP/USD,1.0715354838981053,1.141654166317607,0.05298101285163903,0.04912527058843186,96,Call,2025-08-10
USD/CHF,1.2079698113942567,1.26091631347139,0.08183365488553757,0.006485830181195584,193,Put,2025-11-15
AUD/USD,1.1474619594403555,1.1639752591354955,0.22166928817414772,0.0011081564584952853,338,Call,2026-04-09
GBP/USD,1.0892074022503833,1.211301615389202,0.19718551221792424,0.03178830413967031,265,Put,2026-01-26
USD/JPY,1.0768332131402816,1.2202655218060303,0.21522159314112185,0.03438085321582155,172,Call,2025-10-25
AUD/USD,1.1166419477540623,1.2652188234056985,0.1741823928163018,0.0062862218453080656,71,Call,2025-07-16
GBP/USD,1.0889633989582854,1.1047484220121753,0.222186482112588,0.010458920037517744,1,Call,2025-05-07
USD/CHF,1.0669742108915306,1.1929453608638432,0.0726656802410357,6.659667326179286e-05,196,Put,2025-11-18
EUR/USD,1.113807857996515,1.13285399807208,0.11081335195503134,0.028537652420958542,90,Put,2025-08-04
EUR/USD,1.1674793006196524,1.0807922103986578,0.2457242841874018,0.034278583765135505,13,Call,2025-05-19
EUR/USD,1.1472608420891206,1.2092897436373033,0.2395454545667386,0.0327262377074402,292,Call,2026-02-22
USD/JPY,1.246454775287768,1.0534495101086148,0.13062736990978238,0.014939747331732929,68,Call,2025-07-13
EUR/USD,1.2126967866036331,1.2896399164566685,0.1820478495454853,0.0011490471555073768,139,Call,2025-09-22
USD/JPY,1.1033244111609697,1.2220742373281295,0.08293820140491344,0.00021208912326751707,206,Call,2025-11-28
USD/JPY,1.1950326502593211,1.0511682021277993,0.1559309850233715,0.019277557377180145,176,Call,2025-10-29
GBP/USD,1.1634279513084056,1.16096951774403,0.181402565956861,0.036147040663564715,289,Put,2026-02-19
GBP/USD,1.1552005217342456,1.0585311337927394,0.21926539016169283,0.038901321272381974,23,Call,2025-05-29
USD/JPY,1.1060808751170228,1.2702534252175983,0.07849865378666737,0.017146770811060287,173,Call,2025-10-26
AUD/USD,1.0739010871880073,1.1222623173912072,0.16593846081182795,0.04809012915188851,282,Call,2026-02-12
EUR/USD,1.2021654069807648,1.109083345639883,0.17100742103945576,0.028031928887586238,184,Put,2025-11-06
USD/CHF,1.1496100314671083,1.1296823514893268,0.06628202592014434,0.04155979503553366,308,Put,2026-03-10
AUD/USD,1.200445586315322,1.1672236730894183,0.20491618721100602,0.00012671691484610338,351,Put,2026-04-22
USD/CHF,1.111902967123637,1.1793958112317546,0.17620329558100067,0.021569952619866974,39,Call,2025-06-14
USD/JPY,1.1985770977509151,1.2986919203359475,0.22116178686522994,0.03837121678218021,118,Put,2025-09-01
EUR/USD,1.0520762504760657,1.116556023976093,0.06694709037369584,0.04896934987499828,272,Call,2026-02-02
USD/CHF,1.0985134008142314,1.0797424538096392,0.21045514564725135,0.04861137254256883,10,Put,2025-05-16
EUR/USD,1.136658606212292,1.216153852180375,0.1751867982885904,0.025040317689283643,23,Call,2025-05-29
USD/JPY,1.1111740248214006,1.264532888592144,0.07018718846417955,0.007845335544802235,149,Put,2025-10-02
USD/CHF,1.228584044102083,1.2631738466123397,0.20578145833144634,0.014761210002285098,292,Call,2026-02-22
GBP/USD,1.0682441647653345,1.2211972405075064,0.19352485210225656,0.005969978894448252,205,Call,2025-11-27
EUR/USD,1.1617219317274448,1.2305915601262873,0.16951569728601992,0.004084435236626827,340,Put,2026-04-11
USD/CHF,1.2272553228366705,1.211472280489399,0.17117702576252997,0.011477717341398803,53,Put,2025-06-28
GBP/USD,1.1579975534729092,1.06291492259839,0.21251598756076073,0.00421329356373093,126,Put,2025-09-09
GBP/USD,1.183604730878677,1.2960781421961611,0.19748657834676894,0.025785595804092173,353,Put,2026-04-24
USD/JPY,1.0804799449105618,1.2087285511072605,0.12006941259216303,0.0014506264473772125,72,Put,2025-07-17
AUD/USD,1.1876481001085495,1.0719758289720898,0.1326864655004763,0.027481692649337832,235,Put,2025-12-27
USD/CHF,1.1806219248625525,1.1113928283289785,0.1649883075111211,0.040737092367362705,101,Call,2025-08-15
EUR/USD,1.2032011435542438,1.1410218948714637,0.06745048100624061,0.006985557807683546,194,Call,2025-11-16
USD/JPY,1.175557510571824,1.1770941574393132,0.13114258623125769,0.01456075442687676,273,Call,2026-02-03
AUD/USD,1.2231877452814566,1.0823117089157062,0.1998323507514343,0.046311710572795296,101,Put,2025-08-15
AUD/USD,1.1818065259989718,1.1329778665775783,0.0851447666745918,0.017842184077708247,212,Put,2025-12-04
USD/CHF,1.056922890052931,1.224988472832986,0.19931781856254407,0.03157594573622824,90,Call,2025-08-04
USD/JPY,1.1704325186443525,1.0619390118694105,0.13480270982788883,0.02145931439894641,235,Call,2025-12-27
USD/CHF,1.0518187441192348,1.0515824450347575,0.07409795145099965,0.03639237399144322,329,Put,2026-03-31
USD/JPY,1.0539407973951274,1.088801568134226,0.11511269414004088,0.04798001293795326,33,Put,2025-06-08
EUR/USD,1.2469914839373455,1.0861190680380837,0.0826309695121502,0.005146021321075106,64,Put,2025-07-09
USD/CHF,1.114059264551515,1.2882011427819733,0.1923266531440727,0.008351699126136702,166,Call,2025-10-19
USD/JPY,1.071555877629776,1.2908867973042466,0.19453534340830314,0.04708855545585555,155,Call,2025-10-08
GBP/USD,1.091516799300469,1.2308649440119037,0.20512515095292336,0.022260502380718833,15,Put,2025-05-21
EUR/USD,1.0657255298444654,1.1060754231875822,0.17517724005510008,0.0008781550060784683,74,Put,2025-07-19
EUR/USD,1.2146469278558805,1.248872139330623,0.19824703966240817,0.026127219121919128,179,Call,2025-11-01
GBP/USD,1.091192714196391,1.1786116935354718,0.22946783298848442,0.04872820951094653,291,Call,2026-02-21
USD/JPY,1.0813461235728785,1.0964141030065453,0.23474741350945227,0.0380980014093572,147,Call,2025-09-30
GBP/USD,1.0788806896849785,1.24146506786377,0.11885366905433081,0.043373491155198236,43,Put,2025-06-18
EUR/USD,1.2034897845783774,1.2567282488812905,0.12275409385306378,0.01161904944645596,251,Call,2026-01-12
EUR/USD,1.235714255037697,1.0850085783114192,0.10603956898359862,0.005866119952533522,16,Put,2025-05-22
USD/JPY,1.2337126358954174,1.1925254481365581,0.12781361059550772,0.015588601448020413,127,Call,2025-09-10
USD/CHF,1.13895507355423,1.0631139529406102,0.2424118587738422,0.008789288921938953,116,Put,2025-08-30
USD/CHF,1.1262346704817965,1.1200109031577314,0.11780939562495284,0.019141609540180262,50,Call,2025-06-25
USD/CHF,1.1244783917424785,1.276410514902931,0.12563180782783748,0.012147825593319707,280,Put,2026-02-10
GBP/USD,1.0570072441741154,1.114703771935712,0.1068994407325707,0.019733019291144294,88,Call,2025-08-02
USD/JPY,1.0617627056901142,1.2202941437915735,0.24538849675365298,0.010979890570395584,266,Put,2026-01-27
USD/CHF,1.1737571906076865,1.1366293553893005,0.15039957407793703,0.023676106420531154,350,Call,2026-04-21
USD/JPY,1.050978820306587,1.1733348933962655,0.10263120341388765,0.042597259672936975,72,Call,2025-07-17
USD/JPY,1.2146328483463764,1.0565904242368305,0.2031600928333437,0.04406528485747394,221,Put,2025-12-13
AUD/USD,1.0955721852202225,1.1820042185870603,0.13873033727512368,0.015202961199823324,90,Call,2025-08-04
EUR/USD,1.1100344021370017,1.0844511275872377,0.24441197352699573,0.01723944807053104,238,Put,2025-12-30
USD/JPY,1.1382118064996616,1.0646071627465326,0.07851695529255683,0.01333392148499944,308,Put,2026-03-10
USD/JPY,1.2339068834980726,1.2695050766988,0.11943768730586704,0.0017615655230365291,107,Call,2025-08-21
GBP/USD,1.067125034846749,1.1896457600367722,0.2181102233874384,0.04048952168955016,313,Put,2026-03-15
USD/JPY,1.1984710599490394,1.2156860388986335,0.09092501157030893,0.01981504590132385,164,Call,2025-10-17
USD/JPY,1.1288056297654092,1.2427429883000336,0.14525773192267022,0.04130200800107112,326,Put,2026-03-28
USD/CHF,1.0854386108790486,1.1513667387303244,0.16454062222201882,0.03990860451852134,112,Put,2025-08-26
USD/CHF,1.0650090033293718,1.2911732909376559,0.13607072861397973,0.016078369448906876,221,Call,2025-12-13
GBP/USD,1.1389539686086916,1.1065059398257497,0.1418174122954083,9.86199411545652e-07,127,Call,2025-09-10
USD/CHF,1.1886696262934564,1.2633226186055342,0.0954019251158034,0.04847266255236621,29,Call,2025-06-04
EUR/USD,1.1432827059295423,1.114562003834086,0.08936558770456349,0.021537331246251314,207,Put,2025-11-29
AUD/USD,1.213834677099735,1.132362665026629,0.07569334090735294,0.038103396585247674,343,Put,2026-04-14
AUD/USD,1.0748470257905176,1.2325891931909618,0.06834969493376879,0.02791250421233049,274,Call,2026-02-04
EUR/USD,1.1545676404426404,1.0756959486297197,0.23260292810700003,0.04687126573855507,74,Put,2025-07-19
AUD/USD,1.200681704042413,1.294350374293738,0.1784809495839197,0.04829353691830634,348,Put,2026-04-19
EUR/USD,1.0610759564256904,1.1074711048745969,0.11142781499075297,0.0037406587735738573,2,Call,2025-05-08
GBP/USD,1.1850171878010856,1.135940887807615,0.14393984815831715,0.04599378487634792,3,Call,2025-05-09
EUR/USD,1.0856430678275983,1.2340973271085163,0.19905397044539688,0.014806549964079437,300,Call,2026-03-02
USD/CHF,1.1975851838313794,1.1781949678999495,0.12133680778572165,0.024479636084478004,355,Call,2026-04-26
USD/JPY,1.0884268880873653,1.1906036770390325,0.12774608447793698,0.045156299516405596,253,Put,2026-01-14
GBP/USD,1.0822355935572725,1.2374510320430012,0.09109050972395082,0.0016823771245249976,288,Call,2026-02-18
EUR/USD,1.0962889770342736,1.0765275020419829,0.1650010136869377,0.017319541297017512,88,Put,2025-08-02
EUR/USD,1.154009909712003,1.264898118699325,0.1481641775958604,0.03260979975984337,311,Call,2026-03-13
GBP/USD,1.1830101318952306,1.0799697597045623,0.22200935249741183,0.009095192257648288,238,Call,2025-12-30
AUD/USD,1.1079776129229197,1.1650458070658989,0.23243388381567742,0.032918975605929476,178,Call,2025-10-31
USD/CHF,1.0957338446928497,1.2146312675535111,0.09871146461018679,0.017809867989039874,149,Call,2025-10-02
EUR/USD,1.217958178268228,1.2384270963235517,0.15349865691279546,0.025631113106676748,117,Call,2025-08-31
GBP/USD,1.1143689863074522,1.2332896990596165,0.18654980797013038,0.032659996030559565,310,Call,2026-03-12
EUR/USD,1.1862102943484518,1.1072054793935877,0.1658093960561254,0.04393322544616817,86,Put,2025-07-31
EUR/USD,1.2259694448513059,1.2198642803049342,0.17411603293851166,0.006575645914123219,308,Put,2026-03-10
USD/JPY,1.1776073658556443,1.07371705797719,0.20906368885226628,0.03502192197176521,72,Call,2025-07-17
USD/JPY,1.0801142448093042,1.1377200584546496,0.07380398091999532,0.0016041516032607118,276,Put,2026-02-06
AUD/USD,1.2391070914547286,1.1902657553089135,0.10413762734368648,0.02807843430834673,241,Call,2026-01-02
AUD/USD,1.05372006701378,1.1304684467366228,0.07718292212808463,0.012215712518979783,69,Put,2025-07-14
EUR/USD,1.0661086303824747,1.232580875442459,0.08670993444009477,0.04064567486562212,292,Put,2026-02-22
USD/CHF,1.1302193220699852,1.122472591469014,0.21700806829272956,0.02110768977139209,279,Put,2026-02-09
AUD/USD,1.1814940338279638,1.071053124783032,0.05831357809859599,0.0006297308825716219,265,Call,2026-01-26
USD/CHF,1.0891731049100495,1.2223235323670634,0.18596069862955028,0.021541199304387193,308,Call,2026-03-10
USD/CHF,1.1602110779064094,1.265718443585967,0.0672574714987301,0.01277871633421095,204,Put,2025-11-26
USD/JPY,1.0858706094586679,1.12228560760507,0.10351638160628168,0.023433864844681726,284,Call,2026-02-14
USD/JPY,1.0907411845830814,1.093000295114386,0.055972394102930915,0.010018698826180374,187,Put,2025-11-09
USD/CHF,1.1626349449886046,1.1265220684702753,0.0908041319897609,0.014428760930435176,41,Call,2025-06-16
EUR/USD,1.2344420671037668,1.1342889620740935,0.16096507322099324,0.03770721691214306,167,Put,2025-10-20
AUD/USD,1.0768298805750716,1.2591461606782857,0.18273664656699942,0.008443930121093152,346,Put,2026-04-17
AUD/USD,1.1657577403890804,1.1452297744693916,0.06639565815529691,0.01180521637600298,260,Call,2026-01-21
USD/CHF,1.0891139181788587,1.0684826487927017,0.21438763780362363,0.005046809216117837,98,Call,2025-08-12
USD/JPY,1.2351810517589772,1.189935887326065,0.19712042622644288,0.03203929372610933,232,Put,2025-12-24
EUR/USD,1.0946099853744908,1.2885491849802313,0.14566465654575858,0.03588259764849271,272,Call,2026-02-02
AUD/USD,1.0610353767851615,1.0880462181185706,0.15265274696741668,0.02916262582860097,291,Put,2026-02-21
AUD/USD,1.154857426661853,1.1723074652460788,0.0938050794886301,0.017645278437219553,196,Put,2025-11-18
USD/CHF,1.2425589675786113,1.211526376878489,0.05710421712613026,0.007150242376358662,140,Put,2025-09-23
USD/CHF,1.0572937131492763,1.2388214859825002,0.11697130354350688,0.007747848624276738,98,Put,2025-08-12
USD/CHF,1.1343127412138294,1.1531643617516085,0.20264422432579432,0.03338350971877601,160,Call,2025-10-13
GBP/USD,1.206415858749613,1.065978216943331,0.07890584369326054,0.0011364332199155335,102,Call,2025-08-16
GBP/USD,1.2352753331375594,1.2765535870277347,0.06470249802390411,0.04226024605066533,262,Put,2026-01-23
EUR/USD,1.178763417224506,1.2686595311427846,0.09575636454755039,0.046011804244251546,362,Put,2026-05-03
EUR/USD,1.083008180595592,1.0565340997307653,0.12341821210330535,0.04162138611830314,57,Put,2025-07-02
EUR/USD,1.1147181523909415,1.2039050681167778,0.12904660018180208,0.02772004977549742,284,Call,2026-02-14
EUR/USD,1.0852487955293924,1.0559383445192545,0.0695722414164035,0.010479915004415514,165,Call,2025-10-18
USD/JPY,1.2466285434623223,1.295942223001333,0.21750818345698086,0.01855405717515862,203,Call,2025-11-25
AUD/USD,1.2459461842899786,1.0913479657219765,0.21541627585603496,0.025907785173911693,190,Put,2025-11-12
EUR/USD,1.2482864861885055,1.1017792315953225,0.22339443836621914,0.007970055465723842,70,Call,2025-07-15
AUD/USD,1.2087209949179172,1.1275136518726858,0.15780506908862327,0.005706070444415412,196,Call,2025-11-18
USD/CHF,1.093758503839786,1.2086001102488972,0.22391701581800982,0.010725042767090472,42,Call,2025-06-17
USD/CHF,1.190351149051551,1.2155538128769288,0.18789652254726633,0.010523107737535032,350,Put,2026-04-21
EUR/USD,1.1562579314428312,1.1407439067717826,0.15345007525719812,0.04514255521778639,52,Call,2025-06-27
EUR/USD,1.050623587037819,1.0568362971546748,0.14194372341484515,0.04189711576133727,23,Call,2025-05-29
EUR/USD,1.0642312087792154,1.2622130228054846,0.11822386957920977,0.008356398309315565,66,Put,2025-07-11
USD/JPY,1.0729845837787744,1.2187854978113644,0.08581712888706212,0.03852271807362341,265,Call,2026-01-26
EUR/USD,1.1518685091862442,1.1312370853256895,0.14625600200055458,0.019287109951939337,277,Call,2026-02-07
AUD/USD,1.242400338745875,1.1323912002038505,0.1463901206960044,0.037638211752392126,85,Call,2025-07-30
